Id,Label,timeset,node,node_type,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Treshold_01
__kayxtay,__kayxtay,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.cnn.com,www.cnn.com,,Target,Web_Domain,145,0,145,242,0,242,0,0,0,0,1
_andgood,_andgood,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.theguardian.com,www.theguardian.com,,Target,Web_Domain,865,0,865,1761,0,1761,0,0,0,0,1
_AndreaAngulo_,_AndreaAngulo_,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.treehugger.com,www.treehugger.com,,Target,Web_Domain,22,0,22,45,0,45,0,0,0,0,0
_bankista,_bankista,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
mashable.com,mashable.com,,Target,Web_Domain,10,0,10,22,0,22,0,0,0,0,0
_C_Dixon,_C_Dixon,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
_Chris_W_Jones_,_Chris_W_Jones_,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.fastcompany.com,www.fastcompany.com,,Target,Web_Domain,46,0,46,78,0,78,0,0,0,0,1
_el_pablo_,_el_pablo_,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
_erica_lewis,_erica_lewis,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.change.org,www.change.org,,Target,Web_Domain,38,0,38,45,0,45,0,0,0,0,1
_HeSea,_HeSea,,Source,Twitter,0,1,1,0,46,46,1,1,1,0,0
www.tinyurl.com,www.tinyurl.com,,Target,Web_Domain,7,0,7,54,0,54,0,0,0,0,0
_IMPEACH_TRUMP_,_IMPEACH_TRUMP_,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
apple.news,apple.news,,Target,Web_Domain,67,0,67,108,0,108,0,0,0,0,1
_itsconstanceee,_itsconstanceee,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.nytimes.com,www.nytimes.com,,Target,Web_Domain,554,0,554,1077,0,1077,0,0,0,0,1
_IWDAFY,_IWDAFY,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
climatecommunication.yale.edu,climatecommunication.yale.edu,,Target,Web_Domain,12,0,12,25,0,25,0,0,0,0,0
_Kimberleywhite,_Kimberleywhite,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.nationalgeographic.com,www.nationalgeographic.com,,Target,Web_Domain,36,0,36,58,0,58,0,0,0,0,1
_lajollaliving_,_lajollaliving_,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.citylab.com,www.citylab.com,,Target,Web_Domain,6,0,6,11,0,11,0,0,0,0,0
_lucyia,_lucyia,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
_noellab,_noellab,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
science.house.gov,science.house.gov,,Target,Web_Domain,8,0,8,11,0,11,0,0,0,0,0
_Oliver_Yates,_Oliver_Yates,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.smh.com.au,www.smh.com.au,,Target,Web_Domain,137,0,137,246,0,246,0,0,0,0,1
_OScience,_OScience,,Source,Twitter,0,1,1,0,7,7,1,1,1,0,0
goo.gl,goo.gl,,Target,Web_Domain,11,0,11,30,0,30,0,0,0,0,0
_Rogue_Actual_,_Rogue_Actual_,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.americanthinker.com,www.americanthinker.com,,Target,Web_Domain,3,0,3,4,0,4,0,0,0,0,0
_sciforce_,_sciforce_,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
medium.com,medium.com,,Target,Web_Domain,20,0,20,38,0,38,0,0,0,0,0
_sebastianmay,_sebastianmay,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
_therealmark_,_therealmark_,,Source,Twitter,0,2,2,0,3,3,1,1,1,0,0
motherboard.vice.com,motherboard.vice.com,,Target,Web_Domain,17,0,17,55,0,55,0,0,0,0,0
0iD,0iD,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
0ok,0ok,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.politico.com,www.politico.com,,Target,Web_Domain,17,0,17,28,0,28,0,0,0,0,0
1000currents,1000currents,,Source,Twitter,0,2,2,0,3,3,1,1,1,0,0
thehill.com,thehill.com,,Target,Web_Domain,37,0,37,75,0,75,0,0,0,0,1
thousandcurrents.org,thousandcurrents.org,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
100CoNeutral,100CoNeutral,,Source,Twitter,0,22,22,0,42,42,1,1,1,0,0
blogs.scientificamerican.com,blogs.scientificamerican.com,,Target,Web_Domain,16,0,16,23,0,23,0,0,0,0,0
cleantechnica.com,cleantechnica.com,,Target,Web_Domain,20,0,20,42,0,42,0,0,0,0,0
grist.org,grist.org,,Target,Web_Domain,88,0,88,157,0,157,0,0,0,0,1
ow.ly,ow.ly,,Target,Web_Domain,46,0,46,103,0,103,0,0,0,0,1
www.bbc.com,www.bbc.com,,Target,Web_Domain,81,0,81,124,0,124,0,0,0,0,1
www.businessinsider.com,www.businessinsider.com,,Target,Web_Domain,39,0,39,61,0,61,0,0,0,0,1
www.climate-change-performance-index.org,www.climate-change-performance-index.org,,Target,Web_Domain,5,0,5,8,0,8,0,0,0,0,0
www.crainsnewyork.com,www.crainsnewyork.com,,Target,Web_Domain,2,0,2,4,0,4,0,0,0,0,0
www.forbes.com,www.forbes.com,,Target,Web_Domain,124,0,124,249,0,249,0,0,0,0,1
www.healtheuropa.eu,www.healtheuropa.eu,,Target,Web_Domain,2,0,2,4,0,4,0,0,0,0,0
www.independent.co.uk,www.independent.co.uk,,Target,Web_Domain,260,0,260,508,0,508,0,0,0,0,1
www.miamiherald.com,www.miamiherald.com,,Target,Web_Domain,11,0,11,17,0,17,0,0,0,0,0
www.newstatesman.com,www.newstatesman.com,,Target,Web_Domain,24,0,24,39,0,39,0,0,0,0,0
www.reuters.com,www.reuters.com,,Target,Web_Domain,335,0,335,477,0,477,0,0,0,0,1
www.sciencedaily.com,www.sciencedaily.com,,Target,Web_Domain,21,0,21,33,0,33,0,0,0,0,0
www.sciencenews.org,www.sciencenews.org,,Target,Web_Domain,23,0,23,40,0,40,0,0,0,0,0
www.straitstimes.com,www.straitstimes.com,,Target,Web_Domain,11,0,11,32,0,32,0,0,0,0,0
www.stuff.co.nz,www.stuff.co.nz,,Target,Web_Domain,16,0,16,32,0,32,0,0,0,0,0
www.unenvironment.org,www.unenvironment.org,,Target,Web_Domain,35,0,35,67,0,67,0,0,0,0,1
www.voanews.com,www.voanews.com,,Target,Web_Domain,6,0,6,9,0,9,0,0,0,0,0
100isNow,100isNow,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
11Ruchika,11Ruchika,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.wired.com,www.wired.com,,Target,Web_Domain,106,0,106,202,0,202,0,0,0,0,1
1210WPHT,1210WPHT,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
kywnewsradio.radio.com,kywnewsradio.radio.com,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
12MileGeo,12MileGeo,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.bbc.co.uk,www.bbc.co.uk,,Target,Web_Domain,121,0,121,201,0,201,0,0,0,0,1
12WorldValues,12WorldValues,,Source,Twitter,0,6,6,0,26,26,1,1,1,0,0
i-d.vice.com,i-d.vice.com,,Target,Web_Domain,7,0,7,11,0,11,0,0,0,0,0
psmag.com,psmag.com,,Target,Web_Domain,43,0,43,66,0,66,0,0,0,0,1
www.gatesnotes.com,www.gatesnotes.com,,Target,Web_Domain,5,0,5,15,0,15,0,0,0,0,0
www.newsweek.com,www.newsweek.com,,Target,Web_Domain,24,0,24,43,0,43,0,0,0,0,0
142857Frog,142857Frog,,Source,Twitter,0,2,2,0,2,2,1,1,1,0,0
www.instagram.com,www.instagram.com,,Target,Web_Domain,68,0,68,119,0,119,0,0,0,0,1
15MinuteFun,15MinuteFun,,Source,Twitter,0,1,1,0,6,6,1,1,1,0,0
www.15minutefun.com,www.15minutefun.com,,Target,Web_Domain,1,0,1,6,0,6,0,0,0,0,0
1anhaga,1anhaga,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
edmontonjournal.com,edmontonjournal.com,,Target,Web_Domain,3,0,3,3,0,3,0,0,0,0,0
1Atmosphyr,1Atmosphyr,,Source,Twitter,0,2,2,0,3,3,1,1,1,0,0
sciencebulletin.org,sciencebulletin.org,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
www.sciencealert.com,www.sciencealert.com,,Target,Web_Domain,16,0,16,24,0,24,0,0,0,0,0
1DrCath,1DrCath,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.nationalobserver.com,www.nationalobserver.com,,Target,Web_Domain,36,0,36,46,0,46,0,0,0,0,1
1mDollarVegan,1mDollarVegan,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.milliondollarvegan.com,www.milliondollarvegan.com,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
1o5CleanEnergy,1o5CleanEnergy,,Source,Twitter,0,2,2,0,3,3,1,1,1,0,0
online-learning.harvard.edu,online-learning.harvard.edu,,Target,Web_Domain,2,0,2,3,0,3,0,0,0,0,0
www.pewglobal.org,www.pewglobal.org,,Target,Web_Domain,35,0,35,65,0,65,0,0,0,0,1
1o5Climate,1o5Climate,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
1RossGittins,1RossGittins,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
1st_infantry,1st_infantry,,Source,Twitter,0,4,4,0,7,7,1,1,1,0,0
1SteveNicholson,1SteveNicholson,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
fortune.com,fortune.com,,Target,Web_Domain,25,0,25,43,0,43,0,0,0,0,0
1Voice1Revolt,1Voice1Revolt,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
2018Action4Wild,2018Action4Wild,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.facebook.com,www.facebook.com,,Target,Web_Domain,34,0,34,72,0,72,0,0,0,0,0
2020SuperYear,2020SuperYear,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
2HawkEye2020,2HawkEye2020,,Source,Twitter,0,3,3,0,15,15,1,1,1,0,0
www.msnbc.com,www.msnbc.com,,Target,Web_Domain,10,0,10,14,0,14,0,0,0,0,0
www.washingtonpost.com,www.washingtonpost.com,,Target,Web_Domain,167,0,167,328,0,328,0,0,0,0,1
3112htm,3112htm,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
earther.gizmodo.com,earther.gizmodo.com,,Target,Web_Domain,13,0,13,30,0,30,0,0,0,0,0
34secondsfilm,34secondsfilm,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
350,350,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.vox.com,www.vox.com,,Target,Web_Domain,163,0,163,285,0,285,0,0,0,0,1
350Australia,350Australia,,Source,Twitter,0,11,11,0,20,20,1,1,1,0,0
edition.cnn.com,edition.cnn.com,,Target,Web_Domain,69,0,69,137,0,137,0,0,0,0,1
junkee.com,junkee.com,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
www.couriermail.com.au,www.couriermail.com.au,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
www.itsnicethat.com,www.itsnicethat.com,,Target,Web_Domain,4,0,4,8,0,8,0,0,0,0,0
www.news.com.au,www.news.com.au,,Target,Web_Domain,12,0,12,21,0,21,0,0,0,0,0
www.sbs.com.au,www.sbs.com.au,,Target,Web_Domain,37,0,37,66,0,66,0,0,0,0,1
www.schoolstrike4climate.com,www.schoolstrike4climate.com,,Target,Web_Domain,2,0,2,2,0,2,0,0,0,0,0
www.washingtonexaminer.com,www.washingtonexaminer.com,,Target,Web_Domain,10,0,10,19,0,19,0,0,0,0,0
350Deschutes,350Deschutes,,Source,Twitter,0,2,2,0,2,2,1,1,1,0,0
350Madison,350Madison,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.channel3000.com,www.channel3000.com,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
350Maine,350Maine,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
350nz,350nz,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
350.org.nz,350.org.nz,,Target,Web_Domain,2,0,2,2,0,2,0,0,0,0,0
350Perth,350Perth,,Source,Twitter,0,2,2,0,10,10,1,1,1,0,0
350sacramento,350sacramento,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.livescience.com,www.livescience.com,,Target,Web_Domain,6,0,6,7,0,7,0,0,0,0,0
350sv,350sv,,Source,Twitter,0,4,4,0,4,4,1,1,1,0,0
insideclimatenews.org,insideclimatenews.org,,Target,Web_Domain,65,0,65,158,0,158,0,0,0,0,1
oilywells.com,oilywells.com,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
www.nature.com,www.nature.com,,Target,Web_Domain,14,0,14,16,0,16,0,0,0,0,0
www.thenation.com,www.thenation.com,,Target,Web_Domain,38,0,38,50,0,50,0,0,0,0,1
3arabawy,3arabawy,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
uk.reuters.com,uk.reuters.com,,Target,Web_Domain,33,0,33,52,0,52,0,0,0,0,0
3BLMedia,3BLMedia,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
3blmedia.com,3blmedia.com,,Target,Web_Domain,2,0,2,2,0,2,0,0,0,0,0
3BS_Education,3BS_Education,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
3lueDoggie,3lueDoggie,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
3PennyMovies,3PennyMovies,,Source,Twitter,0,6,6,0,12,12,1,1,1,0,0
mulpress.mcmaster.ca,mulpress.mcmaster.ca,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
www.gutenberg.org,www.gutenberg.org,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
www.livableincome.org,www.livableincome.org,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
www.mcmaster.ca,www.mcmaster.ca,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
www.nobelprize.org,www.nobelprize.org,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
3ty3,3ty3,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
thenewdaily.com.au,thenewdaily.com.au,,Target,Web_Domain,3,0,3,5,0,5,0,0,0,0,0
42WildFlowerz,42WildFlowerz,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
4cleanenergies,4cleanenergies,,Source,Twitter,0,2,2,0,4,4,1,1,1,0,0
climatenewsnetwork.net,climatenewsnetwork.net,,Target,Web_Domain,4,0,4,4,0,4,0,0,0,0,0
jpratt27.wordpress.com,jpratt27.wordpress.com,,Target,Web_Domain,2,0,2,4,0,4,0,0,0,0,0
4DavidHolden,4DavidHolden,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.usatoday.com,www.usatoday.com,,Target,Web_Domain,56,0,56,86,0,86,0,0,0,0,1
4denglish,4denglish,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
4gia,4gia,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
4LoveOfTheRoad,4LoveOfTheRoad,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
4LVOFGODCOUNTRY,4LVOFGODCOUNTRY,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.youtube.com,www.youtube.com,,Target,Web_Domain,196,0,196,317,0,317,0,0,0,0,1
4PawShop,4PawShop,,Source,Twitter,0,3,3,0,5,5,1,1,1,0,0
tmblr.co,tmblr.co,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
www.4pawshop.com,www.4pawshop.com,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
4Randyh,4Randyh,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.westernjournal.com,www.westernjournal.com,,Target,Web_Domain,25,0,25,36,0,36,0,0,0,0,0
4thGenBlog,4thGenBlog,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.dailyherald.com,www.dailyherald.com,,Target,Web_Domain,3,0,3,5,0,5,0,0,0,0,0
4uNutritionists,4uNutritionists,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
qz.com,qz.com,,Target,Web_Domain,62,0,62,115,0,115,0,0,0,0,1
5amfitz,5amfitz,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
5Explorer,5Explorer,,Source,Twitter,0,3,3,0,4,4,1,1,1,0,0
www.macleans.ca,www.macleans.ca,,Target,Web_Domain,3,0,3,8,0,8,0,0,0,0,0
www.rollingstone.com,www.rollingstone.com,,Target,Web_Domain,7,0,7,25,0,25,0,0,0,0,0
5y5F4il,5y5F4il,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
660NEWS,660NEWS,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.660citynews.com,www.660citynews.com,,Target,Web_Domain,2,0,2,2,0,2,0,0,0,0,0
66blaise,66blaise,,Source,Twitter,0,2,2,0,2,2,1,1,1,0,0
lnkd.in,lnkd.in,,Target,Web_Domain,9,0,9,12,0,12,0,0,0,0,0
704afge,704afge,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.google.com,www.google.com,,Target,Web_Domain,17,0,17,25,0,25,0,0,0,0,0
706am,706am,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
770CHQR,770CHQR,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
globalnews.ca,globalnews.ca,,Target,Web_Domain,11,0,11,20,0,20,0,0,0,0,0
7benhart,7benhart,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
99percentsun,99percentsun,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
a_doorman,a_doorman,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
A_Fish46,A_Fish46,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
a35362,a35362,,Source,Twitter,0,6,6,0,37,37,1,1,1,0,0
thinkprogress.org,thinkprogress.org,,Target,Web_Domain,18,0,18,29,0,29,0,0,0,0,0
truthout.org,truthout.org,,Target,Web_Domain,8,0,8,13,0,13,0,0,0,0,0
www.commondreams.org,www.commondreams.org,,Target,Web_Domain,11,0,11,18,0,18,0,0,0,0,0
www.theatlantic.com,www.theatlantic.com,,Target,Web_Domain,43,0,43,54,0,54,0,0,0,0,1
www.thedailybeast.com,www.thedailybeast.com,,Target,Web_Domain,11,0,11,13,0,13,0,0,0,0,0
AAASmember,AAASmember,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.sciencemag.org,www.sciencemag.org,,Target,Web_Domain,12,0,12,18,0,18,0,0,0,0,0
AAAttorneyNtwk,AAAttorneyNtwk,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.lawyer-monthly.com,www.lawyer-monthly.com,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
aalonzoWATT,aalonzoWATT,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.wattagnet.com,www.wattagnet.com,,Target,Web_Domain,2,0,2,3,0,3,0,0,0,0,0
AaltoUniversity,AaltoUniversity,,Source,Twitter,0,1,1,0,4,4,1,1,1,0,0
www.aalto.fi,www.aalto.fi,,Target,Web_Domain,1,0,1,4,0,4,0,0,0,0,0
aamirsamjad,aamirsamjad,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.thenews.com.pk,www.thenews.com.pk,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
aapchandan,aapchandan,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.ecowatch.com,www.ecowatch.com,,Target,Web_Domain,47,0,47,114,0,114,0,0,0,0,1
AARCAusArmy,AARCAusArmy,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
bit.ly,bit.ly,,Target,Web_Domain,100,0,100,566,0,566,0,0,0,0,1
AarneClimate,AarneClimate,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
AaronAuldDE,AaronAuldDE,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
aarondrose,aarondrose,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.economist.com,www.economist.com,,Target,Web_Domain,76,0,76,101,0,101,0,0,0,0,1
AAronL1968,AAronL1968,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
AaruhiLakhani,AaruhiLakhani,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
weather.com,weather.com,,Target,Web_Domain,16,0,16,35,0,35,0,0,0,0,0
AARutherfordMS,AARutherfordMS,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.morganstanley.com,www.morganstanley.com,,Target,Web_Domain,267,0,267,519,0,519,0,0,0,0,1
aashuste,aashuste,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
news.berkeley.edu,news.berkeley.edu,,Target,Web_Domain,2,0,2,4,0,4,0,0,0,0,0
AavishkaarVC,AavishkaarVC,,Source,Twitter,0,3,3,0,5,5,1,1,1,0,0
nextbillion.net,nextbillion.net,,Target,Web_Domain,2,0,2,3,0,3,0,0,0,0,0
www.livemint.com,www.livemint.com,,Target,Web_Domain,14,0,14,27,0,27,0,0,0,0,0
www.weforum.org,www.weforum.org,,Target,Web_Domain,100,0,100,295,0,295,0,0,0,0,1
ABAlbrectsen,ABAlbrectsen,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
abbeyisms97,abbeyisms97,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
civileats.com,civileats.com,,Target,Web_Domain,33,0,33,52,0,52,0,0,0,0,0
abdellatif_adel,abdellatif_adel,,Source,Twitter,0,2,2,0,3,3,1,1,1,0,0
www.nbcnews.com,www.nbcnews.com,,Target,Web_Domain,39,0,39,60,0,60,0,0,0,0,1
abdmuhib,abdmuhib,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.axios.com,www.axios.com,,Target,Web_Domain,79,0,79,115,0,115,0,0,0,0,1
AbelGustafson,AbelGustafson,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
ABetterCollege,ABetterCollege,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
ABetterInnovat1,ABetterInnovat1,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
atos.net,atos.net,,Target,Web_Domain,3,0,3,6,0,6,0,0,0,0,0
abhrram,abhrram,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
abhuwalka1,abhuwalka1,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.bloomberg.com,www.bloomberg.com,,Target,Web_Domain,85,0,85,123,0,123,0,0,0,0,1
AbidGangatPR,AbidGangatPR,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.standard.co.uk,www.standard.co.uk,,Target,Web_Domain,15,0,15,32,0,32,0,0,0,0,0
abigailorzolek,abigailorzolek,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
AbiolDeng,AbiolDeng,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
blogs.mediapart.fr,blogs.mediapart.fr,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
abledoc,abledoc,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
AblokeimetAus,AblokeimetAus,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.theage.com.au,www.theage.com.au,,Target,Web_Domain,23,0,23,38,0,38,0,0,0,0,0
ABoothNews,ABoothNews,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
AboveGroundNGO,AboveGroundNGO,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
aboveground.ngo,aboveground.ngo,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
abradivciencia,abradivciencia,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
agencia.fapesp.br,agencia.fapesp.br,,Target,Web_Domain,2,0,2,4,0,4,0,0,0,0,0
AbrownMS,AbrownMS,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
abstractwallart,abstractwallart,,Source,Twitter,0,1,1,0,9,9,1,1,1,0,0
artistsandclimatechange.com,artistsandclimatechange.com,,Target,Web_Domain,1,0,1,9,0,9,0,0,0,0,0
Absurd_Penguin,Absurd_Penguin,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
amp.theaustralian.com.au,amp.theaustralian.com.au,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
AbtecBT,AbtecBT,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.energylivenews.com,www.energylivenews.com,,Target,Web_Domain,8,0,8,21,0,21,0,0,0,0,0
ACA_Sherpa,ACA_Sherpa,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
acaldwell055,acaldwell055,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
accouder,accouder,,Source,Twitter,0,2,2,0,2,2,1,1,1,0,0
mailchi.mp,mailchi.mp,,Target,Web_Domain,7,0,7,10,0,10,0,0,0,0,0
www.climateliabilitynews.org,www.climateliabilitynews.org,,Target,Web_Domain,7,0,7,10,0,10,0,0,0,0,0
AccRoundTable,AccRoundTable,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.canberratimes.com.au,www.canberratimes.com.au,,Target,Web_Domain,9,0,9,16,0,16,0,0,0,0,0
accuweather,accuweather,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
ACEatUEL,ACEatUEL,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
theconversation.com,theconversation.com,,Target,Web_Domain,131,0,131,261,0,261,0,0,0,0,1
AceManufacture,AceManufacture,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
ACFN_KaiTaile,ACFN_KaiTaile,,Source,Twitter,0,2,2,0,4,4,1,1,1,0,0
www.theglobeandmail.com,www.theglobeandmail.com,,Target,Web_Domain,5,0,5,6,0,6,0,0,0,0,0
www.thestar.com,www.thestar.com,,Target,Web_Domain,17,0,17,25,0,25,0,0,0,0,0
ACGlobalEnergy,ACGlobalEnergy,,Source,Twitter,0,2,2,0,3,3,1,1,1,0,0
ACharlesMuller,ACharlesMuller,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
AchimMuellers,AchimMuellers,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
AcktoBda,AcktoBda,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
Acliffe,Acliffe,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.cbsnews.com,www.cbsnews.com,,Target,Web_Domain,84,0,84,107,0,107,0,0,0,0,1
aclima,aclima,,Source,Twitter,0,2,2,0,3,3,1,1,1,0,0
ACLRC,ACLRC,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.osler.com,www.osler.com,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
acornorganic,acornorganic,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
AcostaSam,AcostaSam,,Source,Twitter,0,2,2,0,4,4,1,1,1,0,0
news.harvard.edu,news.harvard.edu,,Target,Web_Domain,5,0,5,8,0,8,0,0,0,0,0
www.theverge.com,www.theverge.com,,Target,Web_Domain,34,0,34,61,0,61,0,0,0,0,0
acreafrica,acreafrica,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.farmers.co.ke,www.farmers.co.ke,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
