Id,Label,timeset,node,node_type,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Treshold_01
countysustainabilitygroup.com,countysustainabilitygroup.com,,Target,Web_Domain,2,0,2,6,0,6,0,0,0,0,0
upintheairfilm.com,upintheairfilm.com,,Target,Web_Domain,2,0,2,12,0,12,0,0,0,0,0
CSIROnews,CSIROnews,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
CSISFood,CSISFood,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
cslaterMS,cslaterMS,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
CSMDailyClay,CSMDailyClay,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.csmonitor.com,www.csmonitor.com,,Target,Web_Domain,4,0,4,6,0,6,0,0,0,0,0
cspan,cspan,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
csprofessorhank,csprofessorhank,,Source,Twitter,0,3,3,0,4,4,1,1,1,0,0
csu_scientist,csu_scientist,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.times-standard.com,www.times-standard.com,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
csucoast,csucoast,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
CTgreenbuilding,CTgreenbuilding,,Source,Twitter,0,1,1,0,4,4,1,1,1,0,0
ctlss,ctlss,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
ctmock,ctmock,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
CubaRaglanGuy,CubaRaglanGuy,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
CubisticNevada,CubisticNevada,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
CUER_nyc,CUER_nyc,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.rtoinsider.com,www.rtoinsider.com,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
culanth,culanth,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
cultivati,cultivati,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
CultPopCulture,CultPopCulture,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
CultureStrike,CultureStrike,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
Curesario,Curesario,,Source,Twitter,0,2,2,0,2,2,1,1,1,0,0
www.researchgate.net,www.researchgate.net,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
CuriousGayle,CuriousGayle,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
CurrentNews_EN,CurrentNews_EN,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
en.azvision.az,en.azvision.az,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
curtislwalker,curtislwalker,,Source,Twitter,0,2,2,0,3,3,1,1,1,0,0
CurtisTaber2,CurtisTaber2,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
crooksandliars.com,crooksandliars.com,,Target,Web_Domain,2,0,2,2,0,2,0,0,0,0,0
CushnocRA,CushnocRA,,Source,Twitter,0,3,3,0,4,4,1,1,1,0,0
CUSP_uk,CUSP_uk,,Source,Twitter,0,1,1,0,5,5,1,1,1,0,0
www.cusp.ac.uk,www.cusp.ac.uk,,Target,Web_Domain,1,0,1,5,0,5,0,0,0,0,0
CutCBC,CutCBC,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.therebel.media,www.therebel.media,,Target,Web_Domain,3,0,3,5,0,5,0,0,0,0,0
cuthbei,cuthbei,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
cvanderstock,cvanderstock,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
CWagnerBruschek,CWagnerBruschek,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
CwHumanEcology,CwHumanEcology,,Source,Twitter,0,2,2,0,6,6,1,1,1,0,0
www.ipsnews.net,www.ipsnews.net,,Target,Web_Domain,9,0,9,43,0,43,0,0,0,0,0
CWL_BeGreen,CWL_BeGreen,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
CxAssociates,CxAssociates,,Source,Twitter,0,2,2,0,3,3,1,1,1,0,0
fitzlab.shinyapps.io,fitzlab.shinyapps.io,,Target,Web_Domain,10,0,10,17,0,17,0,0,0,0,0
CyberBen3,CyberBen3,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
cybernoelie,cybernoelie,,Source,Twitter,0,6,6,0,11,11,1,1,1,0,0
feeds.soundcloud.com,feeds.soundcloud.com,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
joannenova.com.au,joannenova.com.au,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
podplayer.net,podplayer.net,,Target,Web_Domain,3,0,3,6,0,6,0,0,0,0,0
sciencespeak.com,sciencespeak.com,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
cybersecboardrm,cybersecboardrm,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
cycleliverpool,cycleliverpool,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
cyclingzealot,cyclingzealot,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
Cyfleon,Cyfleon,,Source,Twitter,0,2,2,0,4,4,1,1,1,0,0
CYNESA,CYNESA,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
cynicalkind,cynicalkind,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
cynthia_lardner,cynthia_lardner,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
Cynthia_Slate,Cynthia_Slate,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
CyrilMay1,CyrilMay1,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
d5e5,d5e5,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
daanmoerkerk,daanmoerkerk,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
DAAofSCV,DAAofSCV,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.mediamatters.org,www.mediamatters.org,,Target,Web_Domain,7,0,7,14,0,14,0,0,0,0,0
DACBclaims,DACBclaims,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
DagmarZwebe,DagmarZwebe,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
DagomarDegroot,DagomarDegroot,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
Daily_Express,Daily_Express,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
Dailyboxx,Dailyboxx,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
dailybox.org,dailybox.org,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
DailyDigitalNe1,DailyDigitalNe1,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
politictime.com,politictime.com,,Target,Web_Domain,2,0,2,2,0,2,0,0,0,0,0
DailyMirror,DailyMirror,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
DailyNousEditor,DailyNousEditor,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
dailynous.com,dailynous.com,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
DailyO_,DailyO_,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.dailyo.in,www.dailyo.in,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
DailySignal,DailySignal,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.dailysignal.com,www.dailysignal.com,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
dailysoundnfury,dailysoundnfury,,Source,Twitter,0,1,1,0,3,3,1,1,1,0,0
dailysoundandfury.com,dailysoundandfury.com,,Target,Web_Domain,1,0,1,3,0,3,0,0,0,0,0
DAILYSQUIB,DAILYSQUIB,,Source,Twitter,0,1,1,0,4,4,1,1,1,0,0
www.dailysquib.co.uk,www.dailysquib.co.uk,,Target,Web_Domain,1,0,1,4,0,4,0,0,0,0,0
dailystarnews,dailystarnews,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
Dalberg_WASH,Dalberg_WASH,,Source,Twitter,0,2,2,0,3,3,1,1,1,0,0
www.indiaspend.com,www.indiaspend.com,,Target,Web_Domain,7,0,7,10,0,10,0,0,0,0,0
www.thethirdpole.net,www.thethirdpole.net,,Target,Web_Domain,2,0,2,3,0,3,0,0,0,0,0
DaleBenzies,DaleBenzies,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
dalexander_MS,dalexander_MS,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
DallasCG_MS,DallasCG_MS,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
DalphondPierre,DalphondPierre,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
Dame_000_Deee,Dame_000_Deee,,Source,Twitter,0,3,3,0,6,6,1,1,1,0,0
sustainability.asu.edu,sustainability.asu.edu,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
DamienWise,DamienWise,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
damyantig,damyantig,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
damyantiwrites,damyantiwrites,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
rosalienebacchus.blog,rosalienebacchus.blog,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
DanAlfaro,DanAlfaro,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
danarswinney,danarswinney,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
urbanfaith.com,urbanfaith.com,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
DanBehringer221,DanBehringer221,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
DanButcher2,DanButcher2,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
dandelurey,dandelurey,,Source,Twitter,0,6,6,0,8,8,1,1,1,0,0
vtdigger.org,vtdigger.org,,Target,Web_Domain,4,0,4,5,0,5,0,0,0,0,0
DanEwald,DanEwald,,Source,Twitter,0,6,6,0,10,10,1,1,1,0,0
DanExton,DanExton,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
DanF81,DanF81,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
Danfoss,Danfoss,,Source,Twitter,0,2,2,0,2,2,1,1,1,0,0
www.danfoss.com,www.danfoss.com,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
danie10,danie10,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
danielaaxinte,danielaaxinte,,Source,Twitter,0,2,2,0,2,2,1,1,1,0,0
danieldalonzo,danieldalonzo,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
DaniellaCorte11,DaniellaCorte11,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
Danielle_H_BE,Danielle_H_BE,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
Danielsoico,Danielsoico,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
DanitaBlackwood,DanitaBlackwood,,Source,Twitter,0,4,4,0,6,6,1,1,1,0,0
www.jdsupra.com,www.jdsupra.com,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
www.stylus.com,www.stylus.com,,Target,Web_Domain,2,0,2,3,0,3,0,0,0,0,0
danlatorre,danlatorre,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
DanMcCue,DanMcCue,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.thewellnews.com,www.thewellnews.com,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
danmiller999,danmiller999,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
dannadogwood,dannadogwood,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
danneiditch,danneiditch,,Source,Twitter,0,6,6,0,9,9,1,1,1,0,0
news.globallandscapesforum.org,news.globallandscapesforum.org,,Target,Web_Domain,7,0,7,15,0,15,0,0,0,0,0
DannonCasimir1,DannonCasimir1,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
dannyeatsnosh,dannyeatsnosh,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
DannyVet,DannyVet,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
DannyWijnhoud,DannyWijnhoud,,Source,Twitter,0,2,2,0,2,2,1,1,1,0,0
danpisut,danpisut,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.esri.com,www.esri.com,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
DanRodricks,DanRodricks,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.baltimoresun.com,www.baltimoresun.com,,Target,Web_Domain,3,0,3,5,0,5,0,0,0,0,0
DanRosensteinMS,DanRosensteinMS,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
DanRSlade,DanRSlade,,Source,Twitter,0,3,3,0,5,5,1,1,1,0,0
danzinkand,danzinkand,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
daphnewysham,daphnewysham,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.usnews.com,www.usnews.com,,Target,Web_Domain,10,0,10,20,0,20,0,0,0,0,0
darbyTL,darbyTL,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
DarcyJones1,DarcyJones1,,Source,Twitter,0,2,2,0,2,2,1,1,1,0,0
trends.google.com,trends.google.com,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
darkroomboy,darkroomboy,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.revealnews.org,www.revealnews.org,,Target,Web_Domain,3,0,3,5,0,5,0,0,0,0,0
darksideofcode,darksideofcode,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
Darla_B,Darla_B,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
darren_everard,darren_everard,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
DarrenDavis10,DarrenDavis10,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
DarrenHall2015,DarrenHall2015,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
darrenpjones,darrenpjones,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.politicshome.com,www.politicshome.com,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
DaryaAttarMS,DaryaAttarMS,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
DarylKillin,DarylKillin,,Source,Twitter,0,2,2,0,2,2,1,1,1,0,0
dasmonday,dasmonday,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
Data_Dreamer,Data_Dreamer,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
datadrivenyale,datadrivenyale,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
DAtallahMS,DAtallahMS,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
DatamaranAI,DatamaranAI,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
Dave_Bergh,Dave_Bergh,,Source,Twitter,0,2,2,0,2,2,1,1,1,0,0
theplaidzebra.com,theplaidzebra.com,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
Dave1Agar,Dave1Agar,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
DaveFLoewen,DaveFLoewen,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
davehireland,davehireland,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
DaveOurPlanet,DaveOurPlanet,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
DaveRaval,DaveRaval,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
DaveRhody,DaveRhody,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
tucson.com,tucson.com,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
DaveTheFuturist,DaveTheFuturist,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
daveythreestix,daveythreestix,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
Davezilla,Davezilla,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
David_Kelly_SF,David_Kelly_SF,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
david_lamar,david_lamar,,Source,Twitter,0,3,3,0,5,5,1,1,1,0,0
eurekalert.org,eurekalert.org,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
moderndiplomacy.eu,moderndiplomacy.eu,,Target,Web_Domain,3,0,3,7,0,7,0,0,0,0,0
david26902138,david26902138,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
DavidAlanCoia,DavidAlanCoia,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
davidawfulbot,davidawfulbot,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
DavidBenAmber,DavidBenAmber,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
DavidBurt8,DavidBurt8,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
davidbverboom,davidbverboom,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
davidcazzulino,davidcazzulino,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
DavidCh27992090,DavidCh27992090,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
DavidEDrew,DavidEDrew,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.daviddrewmp.org.uk,www.daviddrewmp.org.uk,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
davidegalati,davidegalati,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
davidgossetase,davidgossetase,,Source,Twitter,0,2,2,0,3,3,1,1,1,0,0
davidhamuel,davidhamuel,,Source,Twitter,0,4,4,0,7,7,1,1,1,0,0
DavidLance3,DavidLance3,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
action.jayinslee.com,action.jayinslee.com,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
DavidLWindt,DavidLWindt,,Source,Twitter,0,38,38,0,64,64,1,1,1,0,1
anarchimedia.com,anarchimedia.com,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
mtstandard.com,mtstandard.com,,Target,Web_Domain,3,0,3,3,0,3,0,0,0,0,0
news.mb.com.ph,news.mb.com.ph,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
pix11.com,pix11.com,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
plaosmos,plaosmos,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
www.breakingnews.ie,www.breakingnews.ie,,Target,Web_Domain,2,0,2,4,0,4,0,0,0,0,0
www.maritime-executive.com,www.maritime-executive.com,,Target,Web_Domain,4,0,4,9,0,9,0,0,0,0,0
www.thesun.ie,www.thesun.ie,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
DavidMashMS,DavidMashMS,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
DavidMilne9,DavidMilne9,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
DavidRobie,DavidRobie,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
asiapacificreport.nz,asiapacificreport.nz,,Target,Web_Domain,2,0,2,3,0,3,0,0,0,0,0
DavidStookey,DavidStookey,,Source,Twitter,0,2,2,0,4,4,1,1,1,0,0
DavidSvab,DavidSvab,,Source,Twitter,0,2,2,0,4,4,1,1,1,0,0
undp,undp,,Target,Web_Domain,2,0,2,2,0,2,0,0,0,0,0
DavidTalWrites,DavidTalWrites,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.quantumrun.com,www.quantumrun.com,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
davidtomkins,davidtomkins,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
DavisMorgan88,DavisMorgan88,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
DavisVanguard,DavisVanguard,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.davisvanguard.org,www.davisvanguard.org,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
DawnMMartin,DawnMMartin,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
DawnPandorasBox,DawnPandorasBox,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
dbcurren,dbcurren,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
DBejko,DBejko,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
DBGreenAlliance,DBGreenAlliance,,Source,Twitter,0,9,9,0,14,14,1,1,1,0,0
english.kyodonews.net,english.kyodonews.net,,Target,Web_Domain,3,0,3,7,0,7,0,0,0,0,0
Dbitetti,Dbitetti,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
DButler1958,DButler1958,,Source,Twitter,0,2,2,0,8,8,1,1,1,0,0
www.vision.org,www.vision.org,,Target,Web_Domain,1,0,1,4,0,4,0,0,0,0,0
dcgreenscene,dcgreenscene,,Source,Twitter,0,1,1,0,4,4,1,1,1,0,0
dcgreenscene.com,dcgreenscene.com,,Target,Web_Domain,1,0,1,4,0,4,0,0,0,0,0
DCKA_AcStudies,DCKA_AcStudies,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
DClimateJustice,DClimateJustice,,Source,Twitter,0,2,2,0,4,4,1,1,1,0,0
ethicsandclimate.org,ethicsandclimate.org,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
DCNY18,DCNY18,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
dcolgren,dcolgren,,Source,Twitter,0,2,2,0,4,4,1,1,1,0,0
www.engineering.com,www.engineering.com,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
dcpetterson,dcpetterson,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
dcsaw,dcsaw,,Source,Twitter,0,1,1,0,4,4,1,1,1,0,0
dcsdcouncil,dcsdcouncil,,Source,Twitter,0,1,1,0,4,4,1,1,1,0,0
www.derrystrabane.com,www.derrystrabane.com,,Target,Web_Domain,1,0,1,4,0,4,0,0,0,0,0
DCUClimate,DCUClimate,,Source,Twitter,0,2,2,0,2,2,1,1,1,0,0
hea.ie,hea.ie,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
www.dcu.ie,www.dcu.ie,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
DDeckerhoffMS,DDeckerhoffMS,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
DDPHE,DDPHE,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
de_luko,de_luko,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
DeanAuthor,DeanAuthor,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
deb_treister,deb_treister,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
DebateAmerican,DebateAmerican,,Source,Twitter,0,2,2,0,6,6,1,1,1,0,0
gofundme.com,gofundme.com,,Target,Web_Domain,1,0,1,4,0,4,0,0,0,0,0
debatingeurope,debatingeurope,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.debatingeurope.eu,www.debatingeurope.eu,,Target,Web_Domain,2,0,2,2,0,2,0,0,0,0,0
deBauch,deBauch,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
DebbieatEMA,DebbieatEMA,,Source,Twitter,0,3,3,0,4,4,1,1,1,0,0
DebbieM2412,DebbieM2412,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
DebbieMcMannis,DebbieMcMannis,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
debbieponchner,debbieponchner,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
sciencepolicy.colorado.edu,sciencepolicy.colorado.edu,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
debbiewfleck,debbiewfleck,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
DebbyDonnelly,DebbyDonnelly,,Source,Twitter,0,3,3,0,4,4,1,1,1,0,0
www.devdiscourse.com,www.devdiscourse.com,,Target,Web_Domain,3,0,3,5,0,5,0,0,0,0,0
DebbyLoDean4QLD,DebbyLoDean4QLD,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
DebErupts,DebErupts,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
debmorello,debmorello,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
DeborahBair,DeborahBair,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
deborahbrosnan,deborahbrosnan,,Source,Twitter,0,2,2,0,2,2,1,1,1,0,0
deborahskyrim,deborahskyrim,,Source,Twitter,0,7,7,0,8,8,1,1,1,0,0
www.bemidjipioneer.com,www.bemidjipioneer.com,,Target,Web_Domain,1,0,1,1,0,1,0,0,0,0,0
debraruh,debraruh,,Source,Twitter,0,2,2,0,2,2,1,1,1,0,0
frontpageafricaonline.com,frontpageafricaonline.com,,Target,Web_Domain,2,0,2,2,0,2,0,0,0,0,0
DecBeacons,DecBeacons,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.beaconsdec.com,www.beaconsdec.com,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
decimus_iuvenal,decimus_iuvenal,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
DecisionLab,DecisionLab,,Source,Twitter,0,2,2,0,7,7,1,1,1,0,0
Deco_mag,Deco_mag,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.decomag.co.uk,www.decomag.co.uk,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
dectechconsult,dectechconsult,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
DedeBell_,DedeBell_,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
dee_ambrosini,dee_ambrosini,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
DeeNurseRN,DeeNurseRN,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
youtu.be,youtu.be,,Target,Web_Domain,4,0,4,4,0,4,0,0,0,0,0
deepakwriter,deepakwriter,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
deepalisriv,deepalisriv,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
deepasena,deepasena,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.findaphd.com,www.findaphd.com,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
deepseadawn,deepseadawn,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
defcon_5,defcon_5,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
Defenders,Defenders,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
DefendOurFuture,DefendOurFuture,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
deirdrekent,deirdrekent,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
dekalb_osr,dekalb_osr,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
www.farminguk.com,www.farminguk.com,,Target,Web_Domain,2,0,2,4,0,4,0,0,0,0,0
deletedbyMPs,deletedbyMPs,,Source,Twitter,0,2,2,0,4,4,1,1,1,0,0
pltwps.it,pltwps.it,,Target,Web_Domain,1,0,1,2,0,2,0,0,0,0,0
DelRiverkeeper,DelRiverkeeper,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
delta_eu,delta_eu,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
www.euractiv.com,www.euractiv.com,,Target,Web_Domain,9,0,9,18,0,18,0,0,0,0,0
democracytoday7,democracytoday7,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
DemosthenesPol,DemosthenesPol,,Source,Twitter,0,1,1,0,1,1,1,1,1,0,0
denise7306,denise7306,,Source,Twitter,0,2,2,0,3,3,1,1,1,0,0
denisemourges,denisemourges,,Source,Twitter,0,1,1,0,2,2,1,1,1,0,0
